DAUID,characteristic,value
35212283,Median_income_2020,77000.0
35212284,Population_2021,4657.0
35212284,Total_households,2380.0
35212284,Median_income_2020,67500.0
35212285,Population_2021,5683.0
35212285,Total_households,2885.0
35212285,Median_income_2020,64500.0
35212286,Population_2021,1120.0
35212286,Total_households,320.0
35212286,Median_income_2020,125000.0
35212287,Population_2021,1221.0
35212287,Total_households,490.0
35212287,Median_income_2020,94000.0
35212290,Population_2021,1298.0
35212290,Total_households,400.0
35212290,Median_income_2020,70500.0
35212291,Population_2021,1075.0
35212291,Total_households,490.0
35212291,Median_income_2020,75000.0
35212292,Population_2021,834.0
35212292,Total_households,335.0
35212292,Median_income_2020,63200.0
35212293,Population_2021,1232.0
35212293,Total_households,375.0
35212293,Median_income_2020,82000.0
35212294,Population_2021,654.0
35212294,Total_households,290.0
35212294,Median_income_2020,69500.0
35212295,Population_2021,1562.0
35212295,Total_households,660.0
35212295,Median_income_2020,65000.0
35212296,Population_2021,1525.0
35212296,Total_households,610.0
35212296,Median_income_2020,90000.0
35212297,Population_2021,1209.0
35212297,Total_households,410.0
35212297,Median_income_2020,112000.0
35212298,Population_2021,1125.0
35212298,Total_households,365.0
35212298,Median_income_2020,81000.0
35212299,Population_2021,1082.0
35212299,Total_households,380.0
35212299,Median_income_2020,79000.0
35212300,Population_2021,946.0
35212300,Total_households,320.0
35212300,Median_income_2020,123000.0
35212301,Population_2021,1456.0
35212301,Total_households,660.0
35212301,Median_income_2020,75000.0
35212302,Population_2021,2687.0
35212302,Total_households,975.0
35212302,Median_income_2020,67000.0
35212303,Population_2021,824.0
35212303,Total_households,390.0
35212303,Median_income_2020,70500.0
35212304,Population_2021,1289.0
35212304,Total_households,560.0
35212304,Median_income_2020,78500.0
35212305,Population_2021,392.0
35212305,Total_households,185.0
35212305,Median_income_2020,73000.0
35212306,Population_2021,407.0
35212306,Total_households,190.0
35212306,Median_income_2020,79500.0
35212307,Population_2021,1952.0
35212307,Total_households,885.0
35212307,Median_income_2020,76000.0
35212308,Population_2021,1298.0
35212308,Total_households,665.0
35212308,Median_income_2020,77000.0
35212309,Population_2021,1413.0
35212309,Total_households,710.0
35212309,Median_income_2020,63200.0
35212310,Population_2021,1288.0
35212310,Total_households,480.0
35212310,Median_income_2020,83000.0
35212311,Population_2021,1817.0
35212311,Total_households,560.0
35212311,Median_income_2020,73500.0
35212312,Population_2021,192.0
35212312,Total_households,50.0
35212312,Median_income_2020,
35212313,Population_2021,1603.0
35212313,Total_households,700.0
35212313,Median_income_2020,80000.0
35212314,Population_2021,978.0
35212314,Total_households,425.0
35212314,Median_income_2020,79000.0
35212315,Population_2021,1961.0
35212315,Total_households,725.0
35212315,Median_income_2020,71000.0
35212316,Population_2021,998.0
35212316,Total_households,515.0
35212316,Median_income_2020,47600.0
35212317,Population_2021,1433.0
35212317,Total_households,530.0
35212317,Median_income_2020,83000.0
35212318,Population_2021,1194.0
35212318,Total_households,520.0
35212318,Median_income_2020,79000.0
35212319,Population_2021,1427.0
35212319,Total_households,400.0
35212319,Median_income_2020,108000.0
35212320,Population_2021,1040.0
35212320,Total_households,270.0
35212320,Median_income_2020,125000.0
35212321,Population_2021,727.0
35212321,Total_households,220.0
35212321,Median_income_2020,126000.0
35212322,Population_2021,1381.0
35212322,Total_households,500.0
35212322,Median_income_2020,69500.0
35212323,Population_2021,1786.0
35212323,Total_households,660.0
35212323,Median_income_2020,82000.0
35212324,Population_2021,1760.0
35212324,Total_households,660.0
35212324,Median_income_2020,81000.0
35212325,Population_2021,1273.0
35212325,Total_households,320.0
35212325,Median_income_2020,153000.0
35212326,Population_2021,1005.0
35212326,Total_households,260.0
35212326,Median_income_2020,139000.0
35212327,Population_2021,1140.0
35212327,Total_households,400.0
35212327,Median_income_2020,75500.0
35212328,Population_2021,551.0
35212328,Total_households,310.0
35212328,Median_income_2020,34800.0
35212329,Population_2021,682.0
35212329,Total_households,245.0
35212329,Median_income_2020,99000.0
35212330,Population_2021,2007.0
35212330,Total_households,510.0
35212330,Median_income_2020,122000.0
35212331,Population_2021,1738.0
35212331,Total_households,435.0
35212331,Median_income_2020,130000.0
35212332,Population_2021,1721.0
35212332,Total_households,450.0
35212332,Median_income_2020,127000.0
35212333,Population_2021,1075.0
35212333,Total_households,250.0
35212333,Median_income_2020,162000.0
35212334,Population_2021,915.0
35212334,Total_households,220.0
35212334,Median_income_2020,148000.0
35212335,Population_2021,2656.0
35212335,Total_households,650.0
35212335,Median_income_2020,178000.0
35212336,Population_2021,664.0
35212336,Total_households,225.0
35212336,Median_income_2020,62400.0
35212337,Population_2021,1791.0
35212337,Total_households,550.0
35212337,Median_income_2020,76000.0
35212358,Population_2021,1044.0
35212358,Total_households,475.0
35212358,Median_income_2020,72000.0
35212359,Population_2021,984.0
35212359,Total_households,435.0
35212359,Median_income_2020,74500.0
35212360,Population_2021,634.0
35212360,Total_households,305.0
35212360,Median_income_2020,62400.0
35212361,Population_2021,1567.0
35212361,Total_households,685.0
35212361,Median_income_2020,75000.0
35212366,Population_2021,1817.0
35212366,Total_households,915.0
35212366,Median_income_2020,70500.0
35212367,Population_2021,1387.0
35212367,Total_households,660.0
35212367,Median_income_2020,75500.0
35210023,Population_2021,937.0
35210023,Total_households,280.0
35210023,Median_income_2020,115000.0
35210024,Population_2021,400.0
35210024,Total_households,115.0
35210024,Median_income_2020,103000.0
35210025,Population_2021,250.0
35210025,Total_households,75.0
35210025,Median_income_2020,105000.0
35210026,Population_2021,560.0
35210026,Total_households,150.0
35210026,Median_income_2020,96000.0
35210027,Population_2021,945.0
35210027,Total_households,295.0
35210027,Median_income_2020,109000.0
35210028,Population_2021,482.0
35210028,Total_households,155.0
35210028,Median_income_2020,127000.0
35210029,Population_2021,577.0
35210029,Total_households,180.0
35210029,Median_income_2020,126000.0
35210030,Population_2021,790.0
35210030,Total_households,235.0
35210030,Median_income_2020,112000.0
35210031,Population_2021,325.0
35210031,Total_households,115.0
35210031,Median_income_2020,96000.0
35210032,Population_2021,490.0
35210032,Total_households,150.0
35210032,Median_income_2020,103000.0
35210033,Population_2021,721.0
35210033,Total_households,210.0
35210033,Median_income_2020,120000.0
35210034,Population_2021,548.0
35210034,Total_households,175.0
35210034,Median_income_2020,112000.0
35210035,Population_2021,240.0
35210035,Total_households,90.0
35210035,Median_income_2020,
35210036,Population_2021,452.0
35210036,Total_households,145.0
35210036,Median_income_2020,105000.0
35210037,Population_2021,233.0
35210037,Total_households,75.0
35210037,Median_income_2020,
35210041,Population_2021,437.0
35210041,Total_households,120.0
35210041,Median_income_2020,120000.0
35210042,Population_2021,612.0
35210042,Total_households,170.0
35210042,Median_income_2020,127000.0
35210043,Population_2021,965.0
35210043,Total_households,205.0
35210043,Median_income_2020,103000.0
35210044,Population_2021,447.0
35210044,Total_households,120.0
35210044,Median_income_2020,109000.0
35210045,Population_2021,385.0
35210045,Total_households,100.0
35210045,Median_income_2020,114000.0
35210046,Population_2021,567.0
35210046,Total_households,150.0
35210046,Median_income_2020,110000.0
35210047,Population_2021,383.0
35210047,Total_households,110.0
35210047,Median_income_2020,90000.0
35210048,Population_2021,723.0
35210048,Total_households,205.0
35210048,Median_income_2020,114000.0
35210049,Population_2021,564.0
35210049,Total_households,165.0
35210049,Median_income_2020,104000.0
35210050,Population_2021,260.0
35210050,Total_households,85.0
35210050,Median_income_2020,96000.0
35210051,Population_2021,418.0
35210051,Total_households,135.0
35210051,Median_income_2020,97000.0
35210052,Population_2021,529.0
35210052,Total_households,125.0
35210052,Median_income_2020,87000.0
35210053,Population_2021,635.0
35210053,Total_households,195.0
35210053,Median_income_2020,95000.0
35210054,Population_2021,329.0
35210054,Total_households,105.0
35210054,Median_income_2020,94000.0
35210055,Population_2021,398.0
35210055,Total_households,120.0
35210055,Median_income_2020,102000.0
35210057,Population_2021,425.0
35210057,Total_households,125.0
35210057,Median_income_2020,99000.0
35210058,Population_2021,504.0
35210058,Total_households,160.0
35210058,Median_income_2020,99000.0
35210059,Population_2021,555.0
35210059,Total_households,170.0
35210059,Median_income_2020,119000.0
35210060,Population_2021,706.0
35210060,Total_households,215.0
35210060,Median_income_2020,111000.0
35210061,Population_2021,605.0
35210061,Total_households,175.0
35210061,Median_income_2020,101000.0
35210063,Population_2021,266.0
35210063,Total_households,80.0
35210063,Median_income_2020,91000.0
35210065,Population_2021,583.0
35210065,Total_households,180.0
35210065,Median_income_2020,93000.0
35210066,Population_2021,441.0
35210066,Total_households,145.0
35210066,Median_income_2020,84000.0
35210067,Population_2021,497.0
35210067,Total_households,165.0
35210067,Median_income_2020,77500.0
35210068,Population_2021,514.0
35210068,Total_households,170.0
35210068,Median_income_2020,94000.0
35210069,Population_2021,854.0
35210069,Total_households,275.0
35210069,Median_income_2020,104000.0
35210070,Population_2021,409.0
35210070,Total_households,135.0
35210070,Median_income_2020,91000.0
35210071,Population_2021,316.0
35210071,Total_households,100.0
35210071,Median_income_2020,88000.0
35210072,Population_2021,357.0
35210072,Total_households,105.0
35210072,Median_income_2020,129000.0
35210073,Population_2021,754.0
35210073,Total_households,210.0
35210073,Median_income_2020,132000.0
35210074,Population_2021,366.0
35210074,Total_households,120.0
35210074,Median_income_2020,95000.0
35210075,Population_2021,507.0
35210075,Total_households,155.0
35210075,Median_income_2020,127000.0
35210076,Population_2021,426.0
35210076,Total_households,135.0
35210076,Median_income_2020,112000.0
35210077,Population_2021,315.0
35210077,Total_households,95.0
35210077,Median_income_2020,115000.0
35210078,Population_2021,652.0
35210078,Total_households,185.0
35210078,Median_income_2020,120000.0
35210079,Population_2021,1163.0
35210079,Total_households,365.0
35210079,Median_income_2020,116000.0
35210080,Population_2021,873.0
35210080,Total_households,290.0
35210080,Median_income_2020,101000.0
35210081,Population_2021,714.0
35210081,Total_households,225.0
35210081,Median_income_2020,104000.0
35210082,Population_2021,947.0
35210082,Total_households,275.0
35210082,Median_income_2020,103000.0
35210083,Population_2021,1276.0
35210083,Total_households,455.0
35210083,Median_income_2020,97000.0
35210090,Population_2021,640.0
35210090,Total_households,280.0
35210090,Median_income_2020,41600.0
35210094,Population_2021,0.0
35210094,Total_households,
35210094,Median_income_2020,
35210095,Population_2021,1649.0
35210095,Total_households,495.0
35210095,Median_income_2020,93000.0
35210096,Population_2021,236.0
35210096,Total_households,70.0
35210096,Median_income_2020,
35210097,Population_2021,628.0
35210097,Total_households,190.0
35210097,Median_income_2020,107000.0
35210098,Population_2021,336.0
35210098,Total_households,100.0
35210098,Median_income_2020,93000.0
35210099,Population_2021,889.0
35210099,Total_households,245.0
35210099,Median_income_2020,85000.0
35210100,Population_2021,559.0
35210100,Total_households,185.0
35210100,Median_income_2020,102000.0
35210104,Population_2021,223.0
35210104,Total_households,80.0
35210104,Median_income_2020,
35210105,Population_2021,614.0
35210105,Total_households,305.0
35210105,Median_income_2020,30200.0
35210106,Population_2021,363.0
35210106,Total_households,120.0
35210106,Median_income_2020,104000.0
35210107,Population_2021,408.0
35210107,Total_households,130.0
35210107,Median_income_2020,102000.0
35210108,Population_2021,523.0
35210108,Total_households,140.0
35210108,Median_income_2020,107000.0
35210109,Population_2021,404.0
35210109,Total_households,130.0
35210109,Median_income_2020,101000.0
35210110,Population_2021,1003.0
35210110,Total_households,300.0
35210110,Median_income_2020,107000.0
35210111,Population_2021,679.0
35210111,Total_households,215.0
35210111,Median_income_2020,107000.0
35210112,Population_2021,595.0
35210112,Total_households,135.0
35210112,Median_income_2020,103000.0
35210113,Population_2021,1218.0
35210113,Total_households,380.0
35210113,Median_income_2020,96000.0
35210114,Population_2021,304.0
35210114,Total_households,90.0
35210114,Median_income_2020,96000.0
35210115,Population_2021,1842.0
35210115,Total_households,730.0
35210115,Median_income_2020,80000.0
35210116,Population_2021,646.0
35210116,Total_households,210.0
35210116,Median_income_2020,97000.0
35210117,Population_2021,885.0
35210117,Total_households,270.0
35210117,Median_income_2020,103000.0
